id,muscle reading 1 sensor 1,muscle reading 1 sensor 2,muscle reading 1 sensor 3,muscle reading 1 sensor 4,muscle reading 1 sensor 5,muscle reading 1 sensor 6,muscle reading 1 sensor 7,muscle reading 1 sensor 8,muscle reading 2 sensor 1,muscle reading 2 sensor 2,muscle reading 2 sensor 3,muscle reading 2 sensor 4,muscle reading 2 sensor 5,muscle reading 2 sensor 6,muscle reading 2 sensor 7,muscle reading 2 sensor 8,muscle reading 3 sensor 1,muscle reading 3 sensor 2,muscle reading 3 sensor 3,muscle reading 3 sensor 4,muscle reading 3 sensor 5,muscle reading 3 sensor 6,muscle reading 3 sensor 7,muscle reading 3 sensor 8,muscle reading 4 sensor 1,muscle reading 4 sensor 2,muscle reading 4 sensor 3,muscle reading 4 sensor 4,muscle reading 4 sensor 5,muscle reading 4 sensor 6,muscle reading 4 sensor 7,muscle reading 4 sensor 8,muscle reading 5 sensor 1,muscle reading 5 sensor 2,muscle reading 5 sensor 3,muscle reading 5 sensor 4,muscle reading 5 sensor 5,muscle reading 5 sensor 6,muscle reading 5 sensor 7,muscle reading 5 sensor 8,muscle reading 6 sensor 1,muscle reading 6 sensor 2,muscle reading 6 sensor 3,muscle reading 6 sensor 4,muscle reading 6 sensor 5,muscle reading 6 sensor 6,muscle reading 6 sensor 7,muscle reading 6 sensor 8,muscle reading 7 sensor 1,muscle reading 7 sensor 2,muscle reading 7 sensor 3,muscle reading 7 sensor 4,muscle reading 7 sensor 5,muscle reading 7 sensor 6,muscle reading 7 sensor 7,muscle reading 7 sensor 8,muscle reading 8 sensor 1,muscle reading 8 sensor 2,muscle reading 8 sensor 3,muscle reading 8 sensor 4,muscle reading 8 sensor 5,muscle reading 8 sensor 6,muscle reading 8 sensor 7,muscle reading 8 sensor 8
6396,-5.0,-9.0,-12.0,1.0,-2.0,42.0,7.0,-13.0,-25.0,24.0,11.0,3.0,11.0,-10.0,1.0,-13.0,2.0,-17.0,-1.0,1.0,-11.0,1.0,-3.0,-7.0,0.0,5.0,0.0,-2.0,2.0,5.0,1.0,-8.0,9.0,7.0,-1.0,-6.0,-18.0,-23.0,-5.0,-13.0,1.0,-21.0,-6.0,-3.0,18.0,13.0,-12.0,-4.0,-26.0,11.0,-8.0,-6.0,-8.0,-5.0,17.0,-9.0,15.0,2.0,8.0,5.0,10.0,27.0,2.0,4.0
6397,-4.0,0.0,3.0,-2.0,-2.0,11.0,-3.0,-13.0,7.0,-16.0,-5.0,-2.0,-7.0,-19.0,-6.0,6.0,3.0,3.0,1.0,-4.0,-5.0,-18.0,-5.0,-3.0,-12.0,-14.0,-7.0,0.0,8.0,-8.0,5.0,-3.0,39.0,12.0,-6.0,-2.0,-2.0,12.0,-6.0,9.0,-18.0,-33.0,-4.0,-1.0,0.0,-39.0,-8.0,4.0,9.0,-4.0,3.0,10.0,-1.0,48.0,14.0,12.0,-12.0,-13.0,-3.0,-5.0,-5.0,-24.0,-5.0,1.0
6398,6.0,13.0,5.0,-1.0,3.0,-11.0,-4.0,5.0,6.0,10.0,-3.0,-6.0,-11.0,-16.0,-4.0,-4.0,-1.0,15.0,-2.0,-5.0,5.0,-7.0,-15.0,-6.0,0.0,-28.0,-15.0,-1.0,-3.0,2.0,16.0,8.0,-10.0,24.0,9.0,0.0,1.0,-37.0,-10.0,-13.0,10.0,-19.0,0.0,1.0,20.0,53.0,1.0,-3.0,1.0,7.0,10.0,7.0,-59.0,-18.0,5.0,21.0,-4.0,2.0,-1.0,3.0,25.0,7.0,-3.0,-6.0
6399,-2.0,-4.0,-8.0,-7.0,2.0,0.0,1.0,4.0,-8.0,12.0,2.0,1.0,-10.0,-30.0,0.0,-13.0,15.0,-18.0,-11.0,-4.0,-5.0,1.0,-7.0,9.0,47.0,24.0,5.0,-9.0,-12.0,-32.0,0.0,5.0,-22.0,-42.0,-9.0,-7.0,1.0,-7.0,-12.0,6.0,24.0,-8.0,-1.0,11.0,11.0,37.0,9.0,4.0,-21.0,-7.0,-2.0,-5.0,-2.0,-25.0,-8.0,-15.0,8.0,18.0,-5.0,0.0,-23.0,-34.0,17.0,13.0
6400,0.0,-8.0,21.0,2.0,39.0,48.0,4.0,-1.0,-16.0,7.0,-8.0,-1.0,-32.0,6.0,5.0,13.0,2.0,5.0,0.0,-1.0,28.0,5.0,-6.0,-9.0,-26.0,-19.0,0.0,-2.0,-10.0,13.0,-5.0,-10.0,-5.0,16.0,-1.0,1.0,-16.0,-25.0,-4.0,0.0,12.0,26.0,2.0,-2.0,-1.0,-20.0,6.0,50.0,-9.0,-24.0,0.0,0.0,18.0,21.0,9.0,-15.0,-8.0,-5.0,-1.0,-1.0,14.0,28.0,-8.0,-11.0
6401,-25.0,7.0,1.0,4.0,-21.0,19.0,8.0,5.0,-12.0,-21.0,-6.0,-3.0,-1.0,-25.0,-12.0,-8.0,42.0,23.0,-3.0,-5.0,27.0,-2.0,-2.0,15.0,-24.0,-21.0,12.0,11.0,3.0,-2.0,-1.0,-2.0,29.0,7.0,-6.0,-1.0,-16.0,-12.0,7.0,15.0,-1.0,1.0,-1.0,-9.0,11.0,8.0,1.0,-7.0,-12.0,0.0,2.0,8.0,2.0,-4.0,1.0,-6.0,7.0,3.0,-4.0,-9.0,-8.0,25.0,7.0,9.0
6402,-19.0,16.0,-2.0,0.0,12.0,-40.0,-10.0,-38.0,9.0,-22.0,7.0,13.0,10.0,63.0,19.0,25.0,-2.0,10.0,1.0,-1.0,-5.0,3.0,-4.0,-23.0,26.0,12.0,4.0,0.0,7.0,-7.0,-3.0,38.0,-34.0,-18.0,-9.0,-5.0,-7.0,-40.0,-5.0,-1.0,25.0,44.0,5.0,-6.0,-19.0,-6.0,5.0,-37.0,-70.0,-14.0,2.0,3.0,-17.0,7.0,-10.0,36.0,26.0,7.0,1.0,7.0,4.0,-15.0,-6.0,-10.0
6403,15.0,1.0,-3.0,-6.0,-10.0,-12.0,-5.0,3.0,-7.0,-2.0,-6.0,-8.0,15.0,20.0,0.0,0.0,8.0,25.0,5.0,2.0,19.0,13.0,8.0,-18.0,-40.0,-35.0,-10.0,3.0,-13.0,-4.0,-6.0,6.0,10.0,-9.0,0.0,1.0,-15.0,-16.0,-6.0,1.0,13.0,-4.0,0.0,0.0,6.0,33.0,7.0,7.0,7.0,-2.0,-2.0,-3.0,-7.0,-17.0,-5.0,-7.0,-23.0,8.0,3.0,-5.0,-2.0,9.0,-3.0,-10.0
6404,28.0,6.0,-11.0,10.0,42.0,45.0,13.0,11.0,-6.0,-21.0,5.0,3.0,-22.0,-6.0,-6.0,-27.0,-27.0,-28.0,-6.0,-2.0,-17.0,3.0,-1.0,-23.0,-4.0,10.0,2.0,0.0,18.0,-14.0,-11.0,3.0,16.0,-3.0,-5.0,-2.0,-3.0,42.0,6.0,10.0,5.0,30.0,3.0,0.0,11.0,-19.0,10.0,-5.0,34.0,-19.0,-9.0,-1.0,-20.0,2.0,9.0,10.0,-44.0,-5.0,1.0,-2.0,1.0,-53.0,-6.0,-2.0
6405,42.0,-9.0,2.0,-3.0,11.0,57.0,3.0,7.0,-14.0,-2.0,-4.0,-5.0,50.0,13.0,-5.0,2.0,14.0,10.0,4.0,2.0,-38.0,-17.0,5.0,7.0,12.0,9.0,-1.0,-4.0,13.0,14.0,-4.0,-8.0,-36.0,9.0,-10.0,2.0,-16.0,-12.0,-3.0,-4.0,-32.0,-9.0,6.0,-2.0,2.0,-19.0,0.0,-3.0,-2.0,-17.0,2.0,2.0,20.0,-9.0,-12.0,-14.0,26.0,13.0,1.0,-2.0,-6.0,3.0,14.0,61.0
6406,8.0,-5.0,3.0,2.0,-9.0,-30.0,1.0,3.0,10.0,-6.0,-6.0,2.0,0.0,22.0,-3.0,-4.0,9.0,-15.0,-3.0,-1.0,20.0,1.0,-4.0,-26.0,0.0,-13.0,-1.0,-3.0,-27.0,0.0,-5.0,-27.0,-24.0,-15.0,-2.0,-4.0,18.0,-31.0,-5.0,-15.0,58.0,5.0,0.0,7.0,-26.0,-16.0,5.0,39.0,7.0,0.0,3.0,-1.0,30.0,-6.0,4.0,8.0,8.0,6.0,0.0,5.0,-6.0,-4.0,0.0,-20.0
6407,-5.0,11.0,9.0,0.0,5.0,33.0,1.0,15.0,-33.0,-43.0,-20.0,-9.0,-16.0,-10.0,-9.0,-27.0,9.0,34.0,2.0,-1.0,5.0,18.0,2.0,33.0,-20.0,-115.0,-8.0,-3.0,9.0,-13.0,-4.0,-18.0,-1.0,-83.0,4.0,-6.0,6.0,51.0,2.0,-22.0,-21.0,-104.0,-10.0,7.0,34.0,2.0,-1.0,14.0,25.0,-49.0,5.0,3.0,-28.0,-12.0,6.0,23.0,15.0,0.0,-4.0,-4.0,-7.0,-20.0,-2.0,-14.0
6408,-23.0,24.0,3.0,3.0,-16.0,6.0,1.0,0.0,4.0,61.0,5.0,2.0,-9.0,-15.0,1.0,-37.0,0.0,33.0,-8.0,-6.0,15.0,36.0,-2.0,-9.0,-4.0,61.0,0.0,5.0,4.0,10.0,-6.0,-5.0,12.0,44.0,-5.0,-4.0,2.0,-37.0,-2.0,-7.0,-4.0,57.0,5.0,-7.0,5.0,39.0,-2.0,0.0,-7.0,73.0,-11.0,6.0,-38.0,-78.0,6.0,6.0,15.0,3.0,9.0,-1.0,13.0,74.0,3.0,-30.0
6409,-52.0,-15.0,-1.0,1.0,-9.0,23.0,2.0,2.0,-17.0,9.0,1.0,-2.0,12.0,-6.0,-9.0,-24.0,23.0,31.0,-2.0,-5.0,-3.0,6.0,-1.0,32.0,-2.0,18.0,-8.0,-7.0,9.0,14.0,3.0,12.0,41.0,22.0,3.0,1.0,-12.0,-33.0,-1.0,-2.0,-2.0,13.0,8.0,8.0,12.0,0.0,-6.0,3.0,-32.0,-14.0,0.0,-3.0,-10.0,21.0,-17.0,-23.0,7.0,-11.0,-7.0,-1.0,5.0,14.0,6.0,2.0
6410,-37.0,-4.0,6.0,4.0,17.0,37.0,26.0,1.0,14.0,-1.0,0.0,-7.0,-7.0,-11.0,-2.0,5.0,-9.0,-29.0,-1.0,-2.0,31.0,44.0,-3.0,-12.0,-29.0,-12.0,2.0,2.0,-22.0,-51.0,-1.0,20.0,55.0,27.0,-2.0,-2.0,-41.0,-23.0,-8.0,-2.0,-25.0,1.0,-7.0,-4.0,20.0,1.0,2.0,19.0,-17.0,-11.0,8.0,2.0,17.0,-8.0,-1.0,-20.0,6.0,29.0,-3.0,-1.0,1.0,53.0,-1.0,-34.0
6411,-4.0,-29.0,10.0,2.0,13.0,-1.0,1.0,17.0,19.0,4.0,5.0,4.0,-24.0,-28.0,4.0,-3.0,31.0,-8.0,-6.0,-1.0,29.0,16.0,0.0,20.0,-23.0,-9.0,0.0,-9.0,-8.0,-44.0,-8.0,-2.0,36.0,19.0,-4.0,-3.0,-49.0,-71.0,-9.0,5.0,7.0,15.0,-2.0,1.0,32.0,31.0,-10.0,-13.0,-21.0,-12.0,8.0,5.0,-19.0,46.0,22.0,-4.0,50.0,-12.0,-7.0,1.0,26.0,-3.0,-10.0,13.0
6412,-73.0,15.0,-8.0,0.0,2.0,-7.0,2.0,-4.0,4.0,-4.0,-5.0,-10.0,-32.0,-57.0,-1.0,7.0,-11.0,-25.0,1.0,-1.0,-6.0,-36.0,-9.0,-26.0,13.0,15.0,3.0,2.0,-6.0,10.0,8.0,21.0,3.0,-14.0,0.0,0.0,8.0,20.0,-8.0,-40.0,5.0,5.0,-3.0,-2.0,-3.0,26.0,11.0,11.0,-23.0,3.0,-5.0,-12.0,6.0,-14.0,-4.0,3.0,-2.0,30.0,6.0,6.0,-14.0,-32.0,1.0,8.0
6413,24.0,-4.0,1.0,13.0,9.0,-9.0,-10.0,1.0,-14.0,-11.0,5.0,8.0,-15.0,-25.0,-2.0,-3.0,30.0,1.0,-1.0,9.0,-1.0,47.0,11.0,2.0,-32.0,23.0,7.0,0.0,-25.0,-56.0,-8.0,13.0,0.0,-11.0,-2.0,-4.0,14.0,-13.0,4.0,7.0,18.0,6.0,-6.0,-9.0,8.0,17.0,-5.0,-2.0,-57.0,3.0,-1.0,-11.0,-14.0,-8.0,7.0,-4.0,0.0,-9.0,-9.0,-8.0,-17.0,16.0,-2.0,-17.0
6414,4.0,-8.0,-8.0,-3.0,25.0,24.0,-7.0,7.0,-1.0,-10.0,3.0,-2.0,1.0,-31.0,1.0,27.0,13.0,11.0,12.0,1.0,-25.0,-56.0,-13.0,-31.0,-26.0,-9.0,0.0,1.0,-2.0,5.0,7.0,18.0,-18.0,-11.0,-2.0,-9.0,3.0,-4.0,-4.0,-14.0,2.0,31.0,10.0,-2.0,16.0,27.0,-4.0,2.0,36.0,-9.0,-6.0,-5.0,-5.0,8.0,-2.0,9.0,-11.0,-41.0,-18.0,-11.0,-2.0,28.0,-13.0,-16.0
6415,22.0,8.0,15.0,7.0,-4.0,-11.0,2.0,-11.0,19.0,7.0,-2.0,-1.0,8.0,7.0,-4.0,-1.0,28.0,9.0,-3.0,1.0,-21.0,-61.0,-13.0,20.0,-7.0,0.0,-1.0,0.0,-7.0,0.0,1.0,-26.0,-16.0,-4.0,-8.0,-2.0,25.0,58.0,8.0,42.0,6.0,3.0,-1.0,3.0,-27.0,-25.0,-1.0,-7.0,-16.0,4.0,1.0,9.0,52.0,70.0,7.0,-1.0,12.0,-24.0,3.0,8.0,22.0,-10.0,2.0,-2.0
6416,1.0,10.0,-7.0,-10.0,-41.0,-11.0,3.0,15.0,-3.0,-6.0,-5.0,-4.0,11.0,3.0,-1.0,15.0,-13.0,35.0,3.0,4.0,-5.0,-20.0,-10.0,-38.0,8.0,23.0,1.0,2.0,9.0,5.0,8.0,0.0,-20.0,-2.0,6.0,3.0,8.0,-17.0,1.0,-26.0,72.0,-21.0,-10.0,4.0,4.0,49.0,-6.0,1.0,-39.0,-25.0,0.0,-6.0,4.0,1.0,0.0,20.0,16.0,29.0,2.0,0.0,-11.0,7.0,-7.0,-8.0
6417,8.0,-13.0,-4.0,-8.0,10.0,-2.0,-3.0,-4.0,-3.0,-2.0,0.0,7.0,-9.0,12.0,8.0,-17.0,2.0,33.0,3.0,1.0,-5.0,-72.0,-10.0,18.0,1.0,-22.0,-1.0,0.0,11.0,50.0,12.0,-33.0,1.0,-27.0,-9.0,3.0,-18.0,-21.0,-13.0,30.0,-45.0,7.0,3.0,-3.0,-8.0,-6.0,-2.0,-17.0,14.0,-1.0,-5.0,-4.0,18.0,-14.0,7.0,22.0,-32.0,-24.0,6.0,2.0,9.0,29.0,-12.0,-23.0
6418,7.0,30.0,7.0,2.0,-22.0,-6.0,7.0,-3.0,-23.0,-14.0,-4.0,-5.0,11.0,-13.0,-2.0,-17.0,19.0,-7.0,-1.0,-1.0,-17.0,2.0,-1.0,5.0,-27.0,28.0,-8.0,-5.0,-12.0,-29.0,-3.0,14.0,-3.0,-29.0,8.0,2.0,3.0,16.0,5.0,7.0,-6.0,-20.0,0.0,-2.0,2.0,-15.0,-5.0,-12.0,4.0,-9.0,-2.0,-2.0,1.0,-21.0,3.0,-5.0,36.0,33.0,10.0,7.0,30.0,53.0,14.0,33.0
6419,-12.0,-6.0,-7.0,1.0,5.0,-17.0,-9.0,-17.0,-29.0,-9.0,2.0,-2.0,-4.0,-31.0,3.0,-10.0,10.0,-9.0,-3.0,-2.0,13.0,76.0,9.0,19.0,12.0,1.0,1.0,-1.0,-35.0,-33.0,-11.0,-11.0,-1.0,11.0,2.0,1.0,24.0,-5.0,5.0,4.0,10.0,9.0,4.0,0.0,-14.0,-26.0,-7.0,21.0,7.0,2.0,-6.0,-3.0,1.0,9.0,-5.0,-29.0,-3.0,-17.0,-1.0,-5.0,-10.0,-13.0,-5.0,6.0
6420,-1.0,-6.0,-6.0,-8.0,-4.0,11.0,-4.0,-10.0,-43.0,24.0,0.0,0.0,8.0,13.0,11.0,-9.0,-22.0,-10.0,2.0,7.0,36.0,37.0,-9.0,-18.0,53.0,-3.0,-4.0,-4.0,-27.0,-31.0,-2.0,3.0,-59.0,3.0,12.0,-7.0,33.0,35.0,-6.0,3.0,13.0,-16.0,-18.0,5.0,7.0,5.0,1.0,10.0,1.0,-31.0,6.0,0.0,-28.0,-16.0,1.0,7.0,-8.0,-16.0,8.0,5.0,14.0,19.0,10.0,4.0
6421,46.0,5.0,-14.0,-8.0,-16.0,-34.0,2.0,-28.0,-10.0,14.0,3.0,2.0,33.0,46.0,-12.0,-9.0,-3.0,-16.0,0.0,1.0,-26.0,-23.0,12.0,28.0,7.0,8.0,-5.0,-7.0,14.0,-49.0,-15.0,-9.0,11.0,13.0,-2.0,-3.0,-3.0,10.0,0.0,-1.0,-58.0,-15.0,5.0,-1.0,-7.0,14.0,10.0,8.0,11.0,-5.0,-5.0,0.0,4.0,3.0,-8.0,-1.0,-21.0,-3.0,-3.0,-5.0,9.0,7.0,-2.0,-24.0
6422,-4.0,6.0,-1.0,6.0,-12.0,-17.0,3.0,42.0,61.0,18.0,-12.0,-1.0,20.0,23.0,-5.0,11.0,-22.0,-20.0,18.0,-2.0,-15.0,-38.0,-2.0,-15.0,-46.0,-20.0,-1.0,-1.0,9.0,36.0,5.0,10.0,48.0,8.0,2.0,-1.0,1.0,5.0,-1.0,-17.0,-51.0,-9.0,7.0,7.0,0.0,-43.0,-6.0,9.0,10.0,30.0,-6.0,-2.0,-2.0,32.0,10.0,-20.0,27.0,8.0,9.0,4.0,22.0,46.0,11.0,-14.0
6423,-63.0,-28.0,-9.0,-5.0,-32.0,3.0,-2.0,5.0,15.0,-7.0,2.0,5.0,6.0,-38.0,-5.0,10.0,-6.0,10.0,-9.0,-5.0,1.0,-19.0,-7.0,-36.0,-4.0,-1.0,0.0,-2.0,1.0,-7.0,-7.0,30.0,22.0,13.0,-4.0,-1.0,16.0,49.0,9.0,-5.0,1.0,1.0,4.0,-3.0,-7.0,21.0,2.0,-18.0,55.0,24.0,-6.0,0.0,11.0,-18.0,-10.0,29.0,-34.0,-14.0,4.0,-6.0,-8.0,0.0,3.0,-1.0
6424,-13.0,15.0,5.0,4.0,3.0,-14.0,4.0,-10.0,1.0,9.0,-10.0,-4.0,3.0,25.0,-10.0,-3.0,19.0,-9.0,4.0,2.0,-7.0,8.0,4.0,1.0,6.0,14.0,-3.0,4.0,-20.0,-64.0,-11.0,-3.0,2.0,-27.0,-4.0,10.0,8.0,-7.0,7.0,-3.0,-22.0,-20.0,-1.0,3.0,0.0,62.0,10.0,-8.0,-4.0,13.0,-2.0,-1.0,10.0,31.0,2.0,35.0,13.0,13.0,3.0,-1.0,-23.0,-33.0,-9.0,-1.0
6425,-10.0,-9.0,-3.0,-1.0,-11.0,-28.0,-7.0,13.0,56.0,11.0,-3.0,-8.0,17.0,3.0,3.0,-16.0,-45.0,-5.0,-6.0,6.0,-6.0,-13.0,-5.0,-5.0,23.0,-19.0,0.0,-8.0,21.0,3.0,4.0,16.0,37.0,-7.0,4.0,-2.0,-14.0,3.0,-16.0,-21.0,-17.0,-33.0,-5.0,-1.0,-6.0,-17.0,3.0,12.0,-12.0,13.0,5.0,-1.0,-4.0,26.0,-7.0,-11.0,-28.0,29.0,-14.0,0.0,-18.0,-45.0,2.0,-5.0
6426,6.0,-26.0,1.0,-2.0,13.0,22.0,-4.0,1.0,21.0,29.0,4.0,-8.0,-3.0,-20.0,-1.0,0.0,-29.0,-81.0,-9.0,0.0,21.0,23.0,-3.0,13.0,5.0,11.0,-5.0,0.0,-14.0,-16.0,1.0,-6.0,1.0,-4.0,-2.0,-2.0,-4.0,-11.0,-6.0,1.0,-15.0,-4.0,2.0,-1.0,2.0,2.0,1.0,5.0,40.0,37.0,-8.0,-9.0,-2.0,8.0,5.0,-16.0,-24.0,-41.0,17.0,-2.0,30.0,18.0,-8.0,-11.0
6427,50.0,-6.0,4.0,5.0,-22.0,-4.0,10.0,-8.0,8.0,-12.0,1.0,2.0,38.0,16.0,-9.0,2.0,18.0,6.0,0.0,-1.0,-39.0,-108.0,-4.0,9.0,7.0,10.0,-5.0,-3.0,-2.0,73.0,4.0,-8.0,-3.0,16.0,-14.0,-4.0,2.0,-48.0,-3.0,37.0,-7.0,-9.0,4.0,-4.0,3.0,19.0,8.0,2.0,-2.0,33.0,11.0,3.0,-26.0,8.0,-7.0,-17.0,19.0,-19.0,-16.0,0.0,8.0,6.0,3.0,15.0
6428,-43.0,-10.0,0.0,-3.0,5.0,40.0,1.0,-9.0,8.0,5.0,-8.0,-2.0,-65.0,-1.0,-3.0,-6.0,-27.0,-4.0,6.0,12.0,37.0,19.0,18.0,-25.0,43.0,41.0,-6.0,3.0,-14.0,-2.0,-15.0,10.0,-10.0,-14.0,15.0,0.0,16.0,5.0,13.0,-22.0,26.0,3.0,4.0,-1.0,-5.0,-16.0,-2.0,3.0,-55.0,-9.0,-2.0,-2.0,27.0,39.0,-6.0,-6.0,7.0,14.0,11.0,-4.0,6.0,2.0,6.0,18.0
6429,7.0,9.0,0.0,-3.0,1.0,12.0,-7.0,-3.0,-20.0,-3.0,8.0,9.0,-6.0,-71.0,-10.0,-9.0,10.0,-17.0,-1.0,-11.0,-2.0,29.0,12.0,-12.0,-14.0,-13.0,-6.0,0.0,0.0,13.0,5.0,4.0,-13.0,19.0,-3.0,0.0,32.0,-12.0,-23.0,-17.0,7.0,11.0,3.0,-2.0,-16.0,-5.0,1.0,5.0,11.0,1.0,-7.0,-3.0,-3.0,-32.0,-6.0,9.0,-37.0,-2.0,-1.0,-3.0,15.0,47.0,17.0,-5.0
6430,0.0,13.0,-4.0,-1.0,-18.0,-12.0,1.0,-21.0,9.0,11.0,1.0,3.0,-11.0,-1.0,-2.0,72.0,21.0,-12.0,-14.0,-2.0,-6.0,6.0,1.0,8.0,40.0,67.0,19.0,-3.0,2.0,-14.0,-17.0,-2.0,-23.0,-55.0,0.0,2.0,9.0,26.0,10.0,-1.0,0.0,-3.0,-4.0,0.0,10.0,0.0,5.0,-23.0,-10.0,-6.0,-5.0,-8.0,0.0,-34.0,-8.0,8.0,7.0,-6.0,-13.0,1.0,-4.0,18.0,9.0,3.0
6431,-1.0,12.0,3.0,-4.0,-12.0,-15.0,-24.0,-15.0,9.0,-5.0,0.0,2.0,32.0,13.0,13.0,13.0,-10.0,7.0,6.0,3.0,-29.0,-7.0,-9.0,-13.0,-13.0,-17.0,-5.0,2.0,14.0,-20.0,-16.0,-12.0,14.0,20.0,2.0,1.0,29.0,15.0,11.0,20.0,-21.0,-19.0,-10.0,-10.0,-6.0,-19.0,-3.0,-11.0,9.0,17.0,3.0,1.0,14.0,21.0,3.0,7.0,-27.0,-36.0,2.0,7.0,5.0,8.0,6.0,-24.0
6432,17.0,18.0,-6.0,-5.0,-20.0,-12.0,3.0,42.0,-17.0,-4.0,2.0,2.0,40.0,50.0,-3.0,-23.0,54.0,32.0,3.0,0.0,-15.0,-15.0,-2.0,-4.0,-33.0,-43.0,-7.0,-5.0,0.0,-1.0,7.0,27.0,4.0,10.0,3.0,5.0,0.0,-5.0,8.0,-11.0,8.0,-4.0,-16.0,-4.0,-6.0,-3.0,-4.0,-5.0,-13.0,-1.0,15.0,-7.0,-7.0,5.0,-6.0,7.0,20.0,-21.0,-5.0,1.0,12.0,-47.0,-7.0,4.0
6433,-24.0,0.0,-4.0,5.0,-1.0,6.0,-8.0,-23.0,-3.0,22.0,8.0,1.0,-13.0,-26.0,5.0,0.0,-24.0,-29.0,-9.0,-1.0,4.0,-13.0,-5.0,-11.0,8.0,12.0,4.0,3.0,-3.0,19.0,7.0,-5.0,2.0,3.0,2.0,-5.0,-5.0,-20.0,-14.0,10.0,0.0,10.0,4.0,-1.0,-1.0,30.0,4.0,-9.0,25.0,26.0,-3.0,-7.0,3.0,-1.0,4.0,0.0,-23.0,-18.0,-8.0,-4.0,13.0,-21.0,-1.0,-12.0
6434,46.0,-4.0,-7.0,1.0,9.0,-15.0,-2.0,52.0,-13.0,8.0,1.0,9.0,-29.0,-23.0,-8.0,-14.0,20.0,-16.0,17.0,4.0,8.0,-8.0,16.0,11.0,-9.0,5.0,-3.0,-2.0,1.0,33.0,-7.0,-20.0,-6.0,12.0,0.0,-2.0,-7.0,-1.0,-1.0,16.0,11.0,-12.0,-5.0,-5.0,5.0,1.0,-6.0,-2.0,-16.0,-3.0,-6.0,-1.0,5.0,3.0,-1.0,2.0,7.0,20.0,3.0,-2.0,-4.0,12.0,3.0,-8.0
6435,-1.0,-8.0,0.0,-5.0,5.0,-1.0,-6.0,-3.0,-6.0,13.0,5.0,5.0,-11.0,-38.0,7.0,-30.0,-24.0,10.0,1.0,3.0,15.0,37.0,11.0,13.0,-1.0,3.0,2.0,4.0,-9.0,-48.0,-11.0,-5.0,35.0,-57.0,-7.0,1.0,10.0,8.0,17.0,24.0,-29.0,-15.0,-4.0,0.0,3.0,18.0,-3.0,-8.0,-31.0,10.0,4.0,-3.0,18.0,5.0,0.0,-3.0,30.0,-4.0,3.0,5.0,-13.0,35.0,13.0,8.0
6436,-18.0,15.0,3.0,4.0,2.0,-1.0,-14.0,1.0,-4.0,6.0,-3.0,-4.0,-19.0,-3.0,5.0,-6.0,20.0,0.0,-3.0,1.0,23.0,-6.0,4.0,3.0,-10.0,1.0,0.0,0.0,4.0,-3.0,-3.0,-9.0,-5.0,14.0,-7.0,-3.0,0.0,-4.0,-6.0,2.0,17.0,25.0,0.0,-1.0,-2.0,4.0,5.0,5.0,-13.0,6.0,0.0,4.0,-11.0,-4.0,7.0,-20.0,9.0,-19.0,-2.0,-6.0,10.0,11.0,3.0,6.0
6437,-12.0,-16.0,2.0,1.0,-4.0,-8.0,-4.0,-10.0,4.0,-5.0,0.0,-2.0,3.0,0.0,-5.0,8.0,1.0,-5.0,-3.0,-2.0,-11.0,5.0,-1.0,-7.0,-4.0,-7.0,-1.0,-1.0,11.0,17.0,0.0,4.0,-1.0,-17.0,-1.0,-4.0,11.0,-2.0,-8.0,-6.0,-5.0,20.0,2.0,-1.0,-13.0,-26.0,0.0,-3.0,7.0,-35.0,4.0,2.0,-28.0,0.0,7.0,-8.0,-1.0,8.0,7.0,2.0,5.0,1.0,2.0,5.0
6438,18.0,13.0,-3.0,-4.0,-4.0,1.0,-4.0,-5.0,-28.0,-38.0,-3.0,4.0,17.0,-1.0,-3.0,-2.0,7.0,12.0,-2.0,0.0,9.0,-1.0,-5.0,1.0,0.0,8.0,-3.0,-2.0,-6.0,2.0,-4.0,-4.0,8.0,8.0,0.0,1.0,-4.0,-5.0,3.0,0.0,5.0,5.0,1.0,4.0,0.0,3.0,2.0,11.0,-3.0,0.0,2.0,-12.0,-2.0,-1.0,0.0,-8.0,5.0,-1.0,-3.0,0.0,4.0,9.0,1.0,0.0
6439,-16.0,-4.0,-14.0,-4.0,3.0,-2.0,-1.0,-1.0,9.0,0.0,3.0,2.0,-2.0,-2.0,-1.0,-1.0,-11.0,-3.0,-3.0,3.0,2.0,4.0,-4.0,0.0,7.0,3.0,4.0,-3.0,7.0,8.0,-2.0,4.0,-13.0,-3.0,5.0,3.0,-2.0,-2.0,0.0,-4.0,2.0,13.0,-2.0,-2.0,-10.0,8.0,-2.0,-2.0,1.0,-9.0,-3.0,1.0,-3.0,-12.0,0.0,1.0,1.0,6.0,3.0,0.0,10.0,0.0,-1.0,3.0
